到餐客户ID,门店ID,门店名称,门店分层,大区,区域,代理城市,签约私海BD,c2是否签约,外卖客户ID,BD是否有搜索权限,平台客户ID
40865417,91211525,味之绝美蛙鱼头（镇雄店）,下沉KA品牌门店,南部大区,云南区域,镇雄县,吴翔,0,,0,1005214738
53846980,984154028,七号生日蛋糕·安佳淡奶油·木糖醇冰淇淋蛋糕,下沉城市商家,南部大区,湖北区域,天门,田静媛,1,,1,1165726794
49638125,1347546738,乡间土菜,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,,1,1094556454
53973709,1028353411338225,慧骑小吃,下沉城市商家,南部大区,江西区域,高安市,况国文,0,,1,1171527051
54168717,1024067493437570,滇味家宣威菜,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1175600246
52669489,1199866096,清真马五苏牛肉面（火车站店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,陈嘉欣,1,24374000,1,1146157638
50974971,806842408,洪湖藕王养生汤（以木段店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,25303485,1,1101941752
50571321,778458745,纯享奶斯·生日蛋糕（昌明店）,下沉CKA品牌门店,北部大区,甘青新区域,嘉峪关,郭江荣,0,22841020,0,1101066776
49450150,1759260040,赵美丽·重庆非遗火锅（嘉峪关店）,下沉KA品牌门店,北部大区,甘青新区域,嘉峪关,王小龙,1,,0,1086217772
54297243,1026215599326892,海红餐厅,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,28196608,1,1176192901
46416022,1284962026,洞氮·胡记羊肉馆（慈利店）,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,0,22911263,1,1055079325
44213961,182117301,元气小舍（高安店）,下沉城市商家,南部大区,江西区域,高安市,况国文,1,,1,1009387542
52980575,1177226720,FINALECOFFEE•终章咖啡,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,0,24791426,1,1145731984
51050154,1419554977,巡蜜时光（良恒广场店）,下沉CKA品牌门店,北部大区,甘青新区域,康乐县,张晓玲,0,,0,1108041220
51274595,193419076,霞飞蛋糕屋（秀水华庭小区店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,23015432,1,1107424125
44750567,1904446181,君柒湘派自助烤肉（澧县店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,0,,1,1025350683
54026114,1028782976054142,何记热干面,下沉城市商家,南部大区,湖北区域,黄梅县,王燕,0,,1,1171348608
49467707,1070015055,张佬倌把子肉·热卤·粉面饭（百合园店）,下沉CKA品牌门店,南部大区,湖南区域,澧县,周俊,0,23444034,0,1087416258
50871629,1426326606,贵林烤鸭店,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23206430,1,1101735803
51401267,507641941,局在破店·东北炭火烤肉（孝昌店）,下沉CKA品牌门店,南部大区,湖北区域,孝昌县,阳佳龙,1,,1,1114151281
48899306,1053158664,李广的茶（一中店）,下沉城市商家,北部大区,甘青新区域,临泽县,赵梦婷,0,,0,1077003968
52326627,1717550156,冰冰酱老味刨冰绵绵冰（麒麟巷步行街店）,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,1,23895397,1,1119067730
723703,1623047074,妞妞饼屋（公旺里店）,下沉本地连锁,南部大区,湖北区域,天门,田静媛,0,23052539,1,1000563215
53556749,1014679420382414,又禧火锅烤串宅配,下沉城市商家,南部大区,云南区域,嵩明县,徐福樑,1,,1,1162020193
52343008,1103246033,疆域美食,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,0,23916652,1,1118041933
50501861,1624630860,饭子湖米汤味道,下沉本地连锁,南部大区,湖南区域,澧县,钟荣荣,0,22841237,1,1101412809
45434378,4957809,幸福蛋糕·甜心对白·冰淇淋·动物奶油（慈利双安路店）,下沉城市商家,南部大区,湖南区域,慈利县,叶懋,0,22844636,0,1040583447
51636120,1125312419,爱尚糖水,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,1,22957299,1,1114033944
51118108,510505576,百合天心素食餐厅（清水巷店）,下沉城市商家,南部大区,云南区域,瑞丽,陈显泽,1,23116837,1,1110102052
50801957,1327631661,东湖渔村（国投锦程店）,下沉城市商家,南部大区,湖北区域,天门,张彪,0,,1,1100981164
54318462,1029642386522254,雅膳山里菜,下沉城市商家,南部大区,江西区域,高安市,况国文,1,28227511,1,1177254605
1999875,51728886,领秀火吧,下沉城市商家,北部大区,甘青新区域,嘉峪关,刘芳,1,22984301,1,1002593079
49612964,192275650,百花家园祥火锅（积石山店）,下沉本地连锁,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,0,,1,1097102360
49496621,1014439036,屯里杨大姐土豆粉（商业道店）,下沉城市商家,特区,京津冀区域,宁河县,韩文博,0,23243838,1,1089062697
48093945,586562464,久香·宣威小炒,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,23079287,1,1070350575
46298784,1108429490,原味郭场鸡火锅,下沉城市商家,南部大区,湖北区域,天门,陈亨,1,23158529,1,1055919380
50761294,1614770433,祥客基·鲍汁肥牛鸡（天门店）,下沉城市商家,南部大区,湖北区域,天门,陈亨,0,23096984,1,1101478120
44411066,179068671,苏式卤味坊（百花还建小区1期店）,下沉城市商家,南部大区,湖北区域,大冶市,侯庆国,0,,1,1009583928
51647949,5699342,首佳黄潭米粉（新城店）,下沉城市商家,南部大区,湖北区域,天门,张翩,0,23465412,1,1114810004
51230499,1910150484,网中鲜鱼宴（东阁路店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,22979977,1,1107018352
48479788,1227862472,牛牛卤菜（锦绣玫瑰园店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,0,14149459,0,1056626071
50019996,1996728266,娇姐麻辣烫（翡翠园店）,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,0,17932722,1,1080502794
51382227,1307899686,品萃咖啡（九天店）,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,0,25754540,1,1107044088
54220980,540714543,蚝门,下沉城市商家,南部大区,湖北区域,大冶市,张雷鸣,0,28080181,1,1174866136
45769084,1024493311531323,江南忆·蟹 阳澄湖大闸蟹（通城隽秀华城店）,下沉城市商家,南部大区,湖北区域,通城,胡钦,0,23028712,0,1051630226
52645328,532749300,猪贝贝韩式自助烤肉（星子庐阳国际店）,下沉CKA品牌门店,南部大区,江西区域,星子,于丽娟,1,,1,1146002363
52487217,1122811985,云卤力,下沉城市商家,南部大区,云南区域,嵩明县,付友,0,24110446,1,1139208078
48976219,861808232,沪善糕升（吾悦广场大冶店）,下沉城市商家,南部大区,湖北区域,大冶市,黄雨萱,0,,0,1076872766
51871895,1188019033,新城鸭货,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,23266955,1,1119700291
48890274,1619074131,川渝老甘火锅（澧县万达店）,下沉本地连锁,南部大区,湖南区域,澧县,刘俊,1,22841227,1,1081153012
50530671,892196824,仟禧家宴（菱湖印象店）,下沉城市商家,南部大区,湖北区域,鄂州,李炎龙,1,23094066,1,1103217954
50999099,543004731,林记鸭之乡,下沉城市商家,南部大区,云南区域,泸西县,唐关玲,0,23157419,1,1100943140
54301794,1029642863571581,解馋烧烤（东湖店）,下沉城市商家,南部大区,湖北区域,天门,易清阳,0,,1,1173810355
40608300,50622396,半夏咖啡·手制,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,1,,1,1004689300
51809501,571323329,来来小吃,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,,1,1114931239
52246407,921154194,天门市谷肆道餐饮店,下沉城市商家,南部大区,湖北区域,天门,张彪,1,23786480,1,1117684412
47068968,1018922004498471,合江烤鱼（大都会店）,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,25698733,1,1059948224
46268549,1109339602,味之绝美蛙鱼头（青合锦城店）,下沉KA品牌门店,南部大区,云南区域,镇雄县,陈永聪,0,,1,1055811888
53936627,1023634060779286,小当家面馆,下沉城市商家,南部大区,湖北区域,天门,易清阳,0,,1,1171312578
50935433,1262410076,北门巷串串火锅（庐山店）,下沉城市商家,南部大区,江西区域,星子,郝志鹏,0,23202628,1,1106543889
52365322,1611632753,猪脚桂隆江猪脚饭广式烧腊,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,1,23946198,1,1119021024
54016070,1026636127626710,渔小站·君山酱板鱼（津市店）,下沉城市商家,南部大区,湖南区域,津市市,胡明,1,,1,1172141766
52754120,190817937,西北狼大盆骨（静宁店）,下沉城市商家,北部大区,甘青新区域,静宁县,张艳朋,1,24485915,1,1146172103
52379396,1953321565,YATOO鸭途鲜卤鸭货（嘉峪关首店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,李静,1,23963519,1,1120603086
40646020,83852893,红满堂饭店,下沉城市商家,南部大区,云南区域,镇雄县,岳瑶,0,25974468,1,1004708879
50190751,598027702,胜美客披萨（华容店）,下沉城市商家,南部大区,湖北区域,鄂州,李书才,1,23138521,1,1096597539
50279582,806033535,莱云味•露营音乐餐吧（杨林大学城店）,下沉城市商家,南部大区,云南区域,嵩明县,张艳松,0,,1,1099957834
53579202,86026569,西大桥胖子烤肉店（雄关西路店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,郭江荣,1,27060021,1,1161005679
52792384,1055332998,喜味喜卷一团,下沉城市商家,南部大区,云南区域,龙陵县,杨翠要,0,24539806,1,1146278628
53200070,1829175661,付志煌豆花（铜锣湾店）,下沉CKA品牌门店,南部大区,江西区域,星子,于丽娟,0,25058757,0,1156306502
3568252,98322480,丽舍烘焙（瑞丽店）,下沉城市商家,南部大区,云南区域,瑞丽,张炫,0,23145756,1,1003417004
53778765,1010248333,万记金汤热卤,下沉城市商家,南部大区,湖北区域,大悟县,林佳成,0,27391490,1,1165415562
53258688,1141682990,滇西纸包蛙·虾,下沉城市商家,南部大区,云南区域,瑞丽,张炫,1,25137954,1,1152961058
40432313,153064446,彭家厨房万州烤鱼（金地花园店）,下沉城市商家,南部大区,湖南区域,慈利县,曾庆艮,1,22903306,1,1004602790
46046983,628561235,小木墩淄博烧烤（下坑夜市店）,下沉本地连锁,南部大区,福建区域,永定区,余美珠,0,22991911,1,1053824159
47603058,173342211,古城印象,下沉城市商家,南部大区,云南区域,师宗县,阮琳娜,0,23146901,1,1066052213
49267774,778140023,麻小度 青花椒鱼火锅（大悟店）,下沉本地连锁,南部大区,湖北区域,大悟县,王咏,1,22946761,1,1083312262
54329841,1029212157754050,广兴记脆皮烤鸡（大冶店）,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,0,,1,1174414106
54351226,1023216988147234,佰佳客,下沉城市商家,特区,京津冀区域,宁河县,孟令鹏,0,28278979,1,1176867294
50560712,1331357678,胡椒猪肚鸡（观澜湖店）,下沉CKA品牌门店,南部大区,云南区域,镇雄县,杜代奇,0,26348629,1,1100392407
47932015,558943432,桃子小姐披萨（镇雄街心花园店）,下沉城市商家,南部大区,云南区域,镇雄县,王双艳,0,25986704,0,1067687427
53324467,1344547312,合利家韩国炭火烤肉（大悟店）,下沉城市商家,南部大区,湖北区域,大悟县,王咏,1,25228630,1,1157032491
50769235,629549149,莱纪阁私房菜（金拱店）,下沉城市商家,北部大区,安徽区域,怀宁县,汪祥,0,,1,1100928460
50829655,541687925,渴了奶茶小食店,下沉城市商家,北部大区,安徽区域,怀宁县,张磊,0,,1,1100932871
53586796,1123692542,食玩镇雄槐树路麻辣烫,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,1,,1,1159997752
52043655,1206733797,栗大大（凤凰城店）,下沉城市商家,南部大区,湖北区域,大冶市,吴洵,1,23499389,1,1115542712
44399699,1729947544,川海丰尚砂锅麻辣烫（高安店）,下沉城市商家,南部大区,江西区域,高安市,熊康,0,22896242,0,1009572359
51614534,744571283,万松林餐厅（庐山宾馆店）,下沉城市商家,南部大区,江西区域,星子,李昭君,0,23149029,1,1115105348
53368417,1012483309166615,嘿店烧鸡,下沉城市商家,南部大区,云南区域,瑞丽,陈丽英,1,26729409,1,1156245860
49719572,517234219,玖龍小龙虾,下沉城市商家,南部大区,云南区域,镇雄县,胡安安,0,23088382,1,1098010677
52782615,1701603051,重庆红火锅,下沉城市商家,南部大区,云南区域,瑞丽,张炫,0,24525871,1,1144526977
47376570,116420706,又一村人家,下沉城市商家,南部大区,湖北区域,黄梅县,王燕,0,22986231,1,1064801405
1105408,963018084,笨小孩菜市火锅（瑞丽店）,下沉CKA品牌门店,南部大区,云南区域,瑞丽,李秋萍,0,,0,1000955999
53944211,1025347243946987,勐孃傣味烧烤.边境菜,下沉城市商家,南部大区,云南区域,瑞丽,李秋萍,0,27666755,1,1170251106
3034302,2271858,稻香楼菜馆（龙保店）,下沉城市商家,南部大区,云南区域,嵩明县,赵瑞阁,0,23052545,1,1003111627
49392526,1748173074,满小二火锅串串（建安街区店）,下沉城市商家,北部大区,甘青新区域,嘉峪关,郭江荣,1,18815671,1,1083052950
52407833,96662802,馋小熊私房甜点蛋糕（福康彩虹城三期店）,下沉城市商家,南部大区,江西区域,高安市,熊康,0,23999253,1,1138438043
53657084,1293747366,彬彬麻辣烫·旋转小火锅,下沉城市商家,南部大区,湖北区域,孝昌县,侯庆国,1,27185050,1,1161676901
2069487,808499360,阳澄湖大闸蟹（澧县运达城店）,下沉城市商家,南部大区,湖南区域,澧县,刘俊,0,23119576,0,1002628738
44361119,190747606,杨裕興（澧州路店）,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,0,,1,1009531999
53987752,763539229,翰林小灶,下沉城市商家,南部大区,湖南区域,澧县,周俊,1,27736693,1,1170209064
52421358,1743780969,广东和记隆江猪脚饭,下沉城市商家,南部大区,江西区域,星子,于丽娟,1,24017946,1,1137197436
52813935,1306848847,3毛火烧猪 遮放早撒,下沉城市商家,南部大区,云南区域,瑞丽,陈明龙,1,,1,1144283317
41343990,42314441,百佳糕点坊（三丰停车场店）,下沉城市商家,南部大区,湖北区域,丹江口市,李学锋,0,23277297,1,1005455481
53173479,1837120715,倒满烧烤夜市,下沉城市商家,南部大区,湖北区域,天门,田静媛,0,25023983,1,1150896810
53970571,1910150484,网中鲜鱼宴（东阁路店）,下沉城市商家,南部大区,湖北区域,通城,李隽,0,27712881,1,1169656139
50367300,509173795,甜恬熊·生日蛋糕甜品台定制（镇雄店）,下沉城市商家,南部大区,云南区域,镇雄县,吴翔,0,,1,1099615583
51801496,1478984570,桂记勃燃清真自助烧烤,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,23365696,1,1114930178
53110849,1673870350,味浓哒蟹肉蟹煲（宁河吾悦店）,下沉城市商家,特区,京津冀区域,宁河县,刘蕊,1,24945976,1,1153125016
54282351,1024493426037992,吉椒椒一个人的水煮肉片,下沉城市商家,南部大区,湖北区域,大冶市,刘悦,1,,1,1175539956
52414370,1024058373909126,阿凡提烧烤大排档,下沉城市商家,南部大区,湖北区域,黄梅县,黎仲,0,,1,1138907060
48948478,1538869089,柏云悦来•庐山农家菜,下沉城市商家,南部大区,江西区域,星子,李昭君,1,23178162,1,1076866353
52397572,605093958,亦时书,下沉城市商家,南部大区,湖南区域,澧县,钟荣荣,1,23986177,1,1130904576
48412083,192855287,伊味香昭通小串串,下沉城市商家,南部大区,云南区域,镇雄县,杜代奇,0,25280697,1,1072027972
54288575,1024492074995186,禾記烧烤铺（葛店开发区店）,下沉城市商家,南部大区,湖北区域,鄂州,李书才,0,28185527,1,1175543727
52807591,1076591681,手抓饼,下沉城市商家,南部大区,云南区域,鲁甸县,马荣月,1,20598972,1,1096540108
50773738,1096229744,街尚客欢乐披萨（泸西店）,下沉城市商家,南部大区,云南区域,泸西县,饶世红,0,23198775,1,1101528482
51380562,1838906071,老板很芒水果捞,下沉城市商家,特区,京津冀区域,宁河县,韩文博,1,,1,1107194117
53831743,1322801476,萨尔塔大盘鸡（滨河嘉苑店）,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,0,27485927,1,1165673637
50800769,598006633,英英雪糕批发,下沉城市商家,南部大区,湖北区域,天门,张彪,0,23138499,1,1101780531
54233034,1498144776,清真-有间川味烧烤,下沉城市商家,北部大区,甘青新区域,积石山保安族东乡族撒拉族自治县,肖文林,1,28098276,1,1175821438
